Target,Prediction,Prediction_SRPPHAT,Prediction_MUSIC,T60,SNR,Signal Type
26,26.0,26.0,26.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
64,64.0,64.0,64.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
17,17.0,17.0,17.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
9,12.0,15.0,12.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
27,27.0,27.0,27.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
67,62.0,66.0,67.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
35,31.5,35.0,35.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
36,36.0,36.0,35.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
37,37.0,39.0,37.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
24,24.0,24.0,24.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
37,40.0,44.0,38.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
13,13.0,13.0,13.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
51,50.0,51.0,51.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
50,46.0,50.0,50.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
27,28.0,27.0,27.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
50,47.0,51.0,50.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
6,11.0,6.0,15.5,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
36,35.0,36.0,36.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
62,62.0,62.0,62.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
3,6.5,3.0,3.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
34,35.0,34.0,34.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
27,27.0,27.0,27.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
58,59.0,58.0,58.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
1,9.5,32.5,6.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
18,16.0,10.0,17.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
19,19.0,19.0,19.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
1,16.0,67.0,2.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
68,61.0,68.0,67.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
54,55.0,61.0,54.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
56,57.0,56.0,56.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
20,21.0,20.0,20.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
55,54.0,55.0,55.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
1,5.0,2.0,3.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
49,49.0,49.0,49.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
55,55.0,57.0,55.0,"tensor([[0.1300]], dtype=torch.float64)",tensor([[0.]]),['s']
